code,country,EIU21VA,EIU21PV,EIU21GE,EIU21RQ,EIU21RL,EIU21CC,EIU20VA,EIU20PV,EIU20GE,EIU20RQ,EIU20RL,EIU20CC,EIU19VA,EIU19PV,EIU19GE,EIU19RQ,EIU19RL,EIU19CC,EIU18VA,EIU18PV,EIU18GE,EIU18RQ,EIU18RL,EIU18CC,EIU17VA,EIU17PV,EIU17GE,EIU17RQ,EIU17RL,EIU17CC,EIU16VA,EIU16PV,EIU16GE,EIU16RQ,EIU16RL,EIU16CC,EIU15VA,EIU15PV,EIU15GE,EIU15RQ,EIU15RL,EIU15CC,EIU14VA,EIU14PV,EIU14GE,EIU14RQ,EIU14RL,EIU14CC,EIU13VA,EIU13PV,EIU13GE,EIU13RQ,EIU13RL,EIU13CC,EIU12VA,EIU12PV,EIU12GE,EIU12RQ,EIU12RL,EIU12CC,EIU11VA,EIU11PV,EIU11GE,EIU11RQ,EIU11RL,EIU11CC,EIU10VA,EIU10PV,EIU10GE,EIU10RQ,EIU10RL,EIU10CC,EIU09VA,EIU09PV,EIU09GE,EIU09RQ,EIU09RL,EIU09CC,EIU08VA,EIU08PV,EIU08GE,EIU08RQ,EIU08RL,EIU08CC,EIU07VA,EIU07PV,EIU07GE,EIU07RQ,EIU07RL,EIU07CC,EIU06VA,EIU06PV,EIU06GE,EIU06RQ,EIU06RL,EIU06CC,EIU05VA,EIU05PV,EIU05GE,EIU05RQ,EIU05RL,EIU05CC,EIU04VA,EIU04PV,EIU04GE,EIU04RQ,EIU04RL,EIU04CC,EIU03VA,EIU03PV,EIU03GE,EIU03RQ,EIU03RL,EIU03CC,EIU02VA,EIU02PV,EIU02GE,EIU02RQ,EIU02RL,EIU02CC,EIU00VA,EIU00PV,EIU00GE,EIU00RQ,EIU00RL,EIU00CC,EIU98VA,EIU98PV,EIU98GE,EIU98RQ,EIU98RL,EIU98CC,EIU96VA,EIU96PV,EIU96GE,EIU96RQ,EIU96RL,EIU96CC
SYR,Syrian Arab Republic,0.103,0.000,0.000,0.250,0.000,0.000,0.103,0.000,0.000,0.250,0.000,0.000,0.103,0.000,0.000,0.300,0.000,0.000,0.103,0.000,0.000,0.300,0.000,0.000,0.103,0.000,0.000,0.300,0.000,0.000,0.103,0.000,0.000,0.300,0.000,0.000,0.103,0.000,0.000,0.400,0.031,0.000,0.118,0.000,0.000,0.300,0.031,0.000,0.124,0.000,0.000,0.300,0.031,0.000,0.113,0.000,0.250,0.250,0.156,0.000,0.162,0.050,0.250,0.500,0.375,0.000,0.209,0.500,0.250,0.500,0.438,0.000,0.203,0.450,0.250,0.500,0.438,0.000,0.172,0.450,0.250,0.300,0.406,0.000,0.149,0.400,0.250,0.275,0.375,0.250,0.149,0.400,0.250,0.250,0.375,0.250,0.125,0.350,0.000,0.200,0.406,0.000,0.063,0.400,0.000,0.200,0.406,0.000,0.063,0.600,0.000,0.200,0.406,0.000,0.125,0.600,0.125,0.200,0.406,0.250,0.063,0.450,0.000,0.200,0.344,0.000,0.063,0.450,0.000,0.200,0.344,0.000,0.063,0.450,0.375,0.200,0.344,0.000
TCA,Turks and Caicos Islands,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TCD,Chad,0.146,0.350,0.000,0.400,0.219,0.000,0.140,0.350,0.000,0.400,0.219,0.000,0.143,0.350,0.000,0.400,0.219,0.000,0.143,0.350,0.000,0.400,0.219,0.000,0.169,0.450,0.000,0.400,0.219,0.000,0.169,0.450,0.000,0.400,0.156,0.000,0.169,0.450,0.000,0.400,0.156,0.000,0.169,0.400,0.000,0.400,0.156,0.000,0.169,0.400,0.000,0.400,0.156,0.000,0.206,0.400,0.000,0.400,0.156,0.000,0.206,0.400,0.000,0.400,0.156,0.000,0.201,0.400,0.000,0.400,0.156,0.000,0.232,0.200,0.000,0.400,0.156,0.000,0.232,0.150,0.000,0.350,0.188,0.000,0.208,0.225,0.000,0.375,0.250,0.250,0.208,0.250,0.000,0.400,0.250,0.250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TGO,Togo,0.265,0.350,0.250,0.350,0.344,0.250,0.265,0.300,0.250,0.350,0.344,0.250,0.290,0.300,0.000,0.350,0.375,0.250,0.280,0.250,0.000,0.350,0.375,0.250,0.278,0.250,0.000,0.350,0.375,0.250,0.291,0.400,0.000,0.350,0.375,0.250,0.296,0.400,0.000,0.350,0.375,0.250,0.298,0.350,0.000,0.350,0.344,0.000,0.298,0.300,0.000,0.350,0.344,0.000,0.298,0.350,0.000,0.450,0.344,0.000,0.360,0.500,0.000,0.450,0.344,0.000,0.329,0.500,0.000,0.450,0.344,0.000,0.215,0.550,0.000,0.400,0.344,0.000,0.247,0.550,0.000,0.400,0.344,0.000,0.181,0.450,0.000,0.400,0.313,0.000,0.213,0.400,0.000,0.550,0.313,0.000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
THA,Thailand,0.458,0.400,0.625,0.550,0.594,0.250,0.458,0.400,0.500,0.500,0.594,0.250,0.504,0.550,0.500,0.500,0.563,0.250,0.357,0.400,0.500,0.500,0.531,0.250,0.357,0.400,0.500,0.500,0.531,0.250,0.371,0.350,0.500,0.500,0.531,0.250,0.380,0.350,0.500,0.500,0.469,0.250,0.426,0.300,0.500,0.500,0.469,0.250,0.469,0.350,0.500,0.500,0.438,0.250,0.515,0.350,0.375,0.500,0.375,0.250,0.515,0.350,0.375,0.500,0.375,0.250,0.515,0.300,0.375,0.500,0.375,0.250,0.528,0.300,0.375,0.500,0.375,0.250,0.528,0.250,0.375,0.500,0.375,0.000,0.471,0.225,0.375,0.500,0.375,0.000,0.409,0.250,0.375,0.500,0.375,0.000,0.375,0.450,0.375,0.500,0.375,0.000,0.375,0.500,0.375,0.500,0.406,0.000,0.375,0.600,0.375,0.500,0.438,0.000,0.500,0.700,0.375,0.550,0.531,0.250,0.625,0.700,0.375,0.600,0.688,0.250,0.625,0.600,0.375,0.600,0.688,0.250,0.688,0.700,0.500,0.600,0.625,0.250
TJK,Tajikistan,0.128,0.300,0.000,0.300,0.188,0.000,0.128,0.350,0.000,0.300,0.188,0.000,0.128,0.300,0.000,0.300,0.188,0.000,0.128,0.300,0.000,0.300,0.188,0.000,0.128,0.300,0.000,0.300,0.188,0.000,0.126,0.250,0.000,0.200,0.156,0.000,0.129,0.250,0.000,0.200,0.156,0.000,0.150,0.250,0.000,0.200,0.156,0.000,0.157,0.250,0.000,0.200,0.125,0.000,0.157,0.250,0.000,0.200,0.125,0.000,0.157,0.300,0.000,0.200,0.125,0.000,0.157,0.300,0.000,0.200,0.125,0.000,0.185,0.200,0.000,0.200,0.125,0.000,0.185,0.300,0.000,0.200,0.125,0.000,0.185,0.300,0.000,0.200,0.125,0.000,0.185,0.300,0.000,0.200,0.125,0.000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TKL,Tokelau,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TKM,Turkmenistan,0.083,0.500,0.000,0.000,0.156,0.000,0.086,0.550,0.000,0.000,0.188,0.000,0.086,0.450,0.000,0.000,0.188,0.000,0.086,0.450,0.000,0.000,0.156,0.000,0.086,0.450,0.000,0.000,0.156,0.000,0.092,0.400,0.000,0.000,0.156,0.000,0.092,0.450,0.000,0.000,0.156,0.000,0.092,0.450,0.000,0.000,0.156,0.000,0.086,0.400,0.000,0.000,0.156,0.000,0.086,0.400,0.000,0.000,0.156,0.000,0.086,0.400,0.000,0.000,0.156,0.000,0.086,0.400,0.000,0.000,0.156,0.000,0.086,0.350,0.000,0.000,0.156,0.000,0.086,0.450,0.000,0.000,0.156,0.000,0.092,0.450,0.000,0.000,0.156,0.000,0.092,0.600,0.000,0.000,0.156,0.000,0.000,0.600,0.000,0.000,0.125,0.000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TMP,Timor-Leste,0.541,0.550,0.000,0.450,0.188,0.500,0.541,0.550,0.000,0.450,0.188,0.250,0.547,0.550,0.000,0.450,0.188,0.250,0.547,0.550,0.000,0.450,0.188,0.250,0.547,0.550,0.000,0.450,0.188,0.250,0.550,0.500,0.000,0.450,0.188,0.250,0.550,0.500,0.000,0.450,0.188,0.250,0.550,0.500,0.000,0.450,0.188,0.250,0.550,0.550,0.125,0.450,0.188,0.250,0.546,0.550,0.125,0.450,0.188,0.000,0.549,0.450,0.125,0.450,0.188,0.000,0.517,0.450,0.125,0.450,0.188,0.000,0.517,0.500,0.125,0.450,0.188,0.000,0.722,..,..,..,..,..,0.641,..,..,..,..,..,0.641,..,..,..,..,..,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TON,Tonga,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TTO,Trinidad and Tobago,0.608,0.650,0.250,0.450,0.500,0.250,0.608,0.700,0.250,0.450,0.500,0.500,0.608,0.700,0.250,0.450,0.500,0.500,0.608,0.750,0.250,0.450,0.500,0.250,0.602,0.750,0.250,0.450,0.500,0.250,0.605,0.700,0.250,0.450,0.469,0.250,0.605,0.700,0.250,0.450,0.469,0.250,0.600,0.700,0.250,0.450,0.469,0.250,0.600,0.700,0.250,0.450,0.469,0.250,0.600,0.700,0.250,0.450,0.469,0.250,0.608,0.700,0.250,0.450,0.469,0.250,0.608,0.700,0.250,0.450,0.469,0.250,0.611,0.750,0.250,0.450,0.469,0.250,0.611,0.750,0.250,0.450,0.469,0.250,0.609,0.650,0.250,0.450,0.469,0.250,0.609,0.600,0.250,0.450,0.469,0.250,0.688,0.600,0.375,0.550,0.531,0.250,0.625,0.600,0.500,0.550,0.531,0.250,0.625,0.600,0.500,0.550,0.531,0.250,0.625,0.600,0.375,0.550,0.594,0.250,0.625,0.650,0.500,0.550,0.594,0.250,0.688,0.750,0.500,0.550,0.594,0.500,0.750,0.700,0.500,0.550,0.594,0.750
TUN,Tunisia,0.550,0.250,0.500,0.500,0.500,0.250,0.548,0.400,0.500,0.500,0.531,0.250,0.555,0.350,0.500,0.500,0.531,0.250,0.539,0.350,0.500,0.500,0.531,0.500,0.535,0.400,0.500,0.500,0.563,0.500,0.601,0.350,0.375,0.400,0.531,0.500,0.617,0.450,0.375,0.400,0.500,0.500,0.597,0.450,0.375,0.400,0.469,0.500,0.569,0.400,0.250,0.400,0.469,0.250,0.502,0.400,0.375,0.400,0.469,0.250,0.464,0.350,0.375,0.350,0.469,0.250,0.202,0.650,0.375,0.500,0.531,0.250,0.242,0.600,0.375,0.500,0.563,0.250,0.273,0.550,0.375,0.500,0.563,0.250,0.247,0.600,0.438,0.475,0.563,0.375,0.247,0.650,0.500,0.450,0.594,0.500,0.375,0.450,0.500,0.350,0.469,0.250,0.438,0.450,0.500,0.350,0.469,0.500,0.375,0.650,0.625,0.350,0.344,0.500,0.438,0.450,0.750,0.350,0.438,0.500,0.375,0.700,0.625,0.350,0.438,0.250,0.375,0.650,0.625,0.350,0.438,0.250,0.375,0.550,0.625,0.350,0.438,0.250
TUR,Turkey,0.343,0.300,0.375,0.550,0.469,0.250,0.349,0.300,0.375,0.550,0.469,0.250,0.361,0.300,0.375,0.550,0.500,0.250,0.375,0.300,0.375,0.550,0.500,0.250,0.432,0.350,0.375,0.550,0.500,0.250,0.440,0.350,0.375,0.550,0.500,0.250,0.444,0.350,0.375,0.550,0.500,0.250,0.444,0.450,0.375,0.550,0.500,0.250,0.469,0.450,0.375,0.550,0.500,0.250,0.476,0.450,0.375,0.550,0.500,0.250,0.474,0.450,0.375,0.550,0.500,0.250,0.474,0.500,0.375,0.550,0.500,0.250,0.472,0.550,0.375,0.550,0.500,0.250,0.472,0.450,0.375,0.550,0.531,0.250,0.473,0.500,0.375,0.550,0.531,0.250,0.473,0.550,0.375,0.550,0.531,0.250,0.438,0.500,0.250,0.550,0.531,0.000,0.375,0.400,0.250,0.550,0.531,0.000,0.375,0.300,0.250,0.550,0.531,0.000,0.375,0.250,0.250,0.550,0.531,0.000,0.375,0.450,0.375,0.500,0.469,0.000,0.250,0.300,0.125,0.500,0.375,0.000,0.438,0.400,0.250,0.500,0.406,0.250
TUV,Tuvalu,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TWN,"Taiwan, China",0.793,0.700,0.750,0.700,0.781,0.750,0.791,0.700,0.750,0.700,0.781,0.750,0.730,0.650,0.750,0.800,0.750,0.750,0.730,0.650,0.750,0.800,0.750,0.750,0.762,0.650,0.750,0.800,0.750,0.750,0.765,0.700,0.750,0.800,0.750,0.750,0.767,0.700,0.750,0.800,0.750,0.750,0.758,0.700,0.750,0.800,0.750,0.750,0.754,0.800,0.750,0.800,0.813,0.500,0.722,0.800,0.625,0.850,0.781,0.500,0.717,0.800,0.625,0.900,0.781,0.500,0.720,0.800,0.625,0.900,0.781,0.500,0.735,0.800,0.625,0.900,0.781,0.500,0.735,0.750,0.625,0.900,0.781,0.500,0.735,0.650,0.625,0.900,0.781,0.500,0.735,0.700,0.625,0.900,0.781,0.500,0.750,0.650,0.625,0.900,0.781,0.500,0.750,0.650,0.625,0.900,0.781,0.500,0.750,0.750,0.625,0.900,0.781,0.500,0.750,0.750,0.625,0.900,0.781,0.500,0.563,0.800,0.500,0.850,0.656,0.500,0.563,0.850,0.750,0.800,0.656,0.500,0.563,0.900,0.750,0.800,0.656,0.500
TZA,Tanzania,0.411,0.500,0.125,0.400,0.313,0.250,0.411,0.500,0.125,0.400,0.313,0.250,0.414,0.550,0.125,0.400,0.313,0.250,0.458,0.550,0.250,0.400,0.313,0.250,0.461,0.550,0.250,0.400,0.313,0.250,0.476,0.550,0.250,0.450,0.313,0.250,0.467,0.550,0.250,0.450,0.313,0.250,0.476,0.550,0.250,0.450,0.313,0.250,0.476,0.550,0.250,0.450,0.313,0.250,0.482,0.550,0.250,0.450,0.281,0.250,0.470,0.550,0.250,0.450,0.281,0.250,0.470,0.550,0.250,0.450,0.281,0.250,0.452,0.550,0.250,0.400,0.281,0.250,0.452,0.550,0.250,0.400,0.281,0.250,0.447,0.575,0.250,0.400,0.281,0.250,0.447,0.600,0.250,0.400,0.281,0.250,0.188,0.450,0.250,0.400,0.313,0.000,0.188,0.450,0.250,0.400,0.313,0.250,0.188,0.500,0.250,0.400,0.406,0.000,0.188,0.500,0.250,0.400,0.406,0.000,0.188,0.350,0.250,0.400,0.406,0.000,0.188,0.500,0.375,0.400,0.406,0.000,0.188,0.450,0.250,0.400,0.406,0.000
UGA,Uganda,0.380,0.300,0.250,0.400,0.500,0.250,0.403,0.300,0.250,0.400,0.500,0.250,0.407,0.350,0.250,0.400,0.500,0.000,0.416,0.350,0.250,0.400,0.500,0.250,0.411,0.350,0.250,0.400,0.500,0.250,0.419,0.400,0.250,0.400,0.500,0.250,0.449,0.400,0.250,0.400,0.500,0.250,0.449,0.450,0.250,0.400,0.469,0.250,0.449,0.450,0.250,0.400,0.469,0.250,0.446,0.450,0.250,0.400,0.469,0.250,0.444,0.400,0.250,0.400,0.469,0.250,0.440,0.450,0.250,0.400,0.469,0.250,0.439,0.450,0.250,0.400,0.469,0.250,0.439,0.400,0.250,0.400,0.469,0.250,0.445,0.450,0.250,0.400,0.469,0.250,0.445,0.450,0.250,0.400,0.469,0.250,0.188,0.150,0.250,0.650,0.156,0.000,0.125,0.200,0.250,0.650,0.156,0.000,0.125,0.200,0.250,0.650,0.156,0.000,0.125,0.200,0.250,0.650,0.156,0.000,0.125,0.200,0.250,0.650,0.156,0.000,0.125,0.200,0.250,0.650,0.156,0.000,0.250,0.200,0.250,0.650,0.250,0.250
UKR,Ukraine,0.466,0.200,0.375,0.450,0.344,0.000,0.478,0.250,0.375,0.500,0.344,0.000,0.483,0.100,0.250,0.550,0.313,0.000,0.472,0.100,0.250,0.550,0.313,0.000,0.472,0.100,0.250,0.550,0.313,0.000,0.473,0.200,0.250,0.450,0.281,0.000,0.473,0.150,0.250,0.450,0.219,0.000,0.459,0.050,0.125,0.450,0.219,0.000,0.480,0.500,0.000,0.450,0.250,0.000,0.483,0.500,0.000,0.500,0.281,0.000,0.596,0.550,0.000,0.500,0.281,0.000,0.503,0.550,0.000,0.500,0.281,0.000,0.535,0.450,0.000,0.500,0.281,0.000,0.503,0.600,0.000,0.500,0.281,0.000,0.503,0.600,0.000,0.500,0.281,0.000,0.503,0.500,0.000,0.500,0.250,0.000,0.188,0.400,0.000,0.500,0.250,0.000,0.188,0.400,0.000,0.500,0.250,0.000,0.188,0.400,0.000,0.500,0.250,0.000,0.188,0.400,0.000,0.500,0.250,0.000,0.063,0.400,0.000,0.500,0.125,0.000,0.125,0.300,0.000,0.500,0.156,0.000,0.125,0.400,0.125,0.550,0.219,0.000
URY,Uruguay,0.849,0.700,0.500,0.500,0.656,1.000,0.837,0.700,0.500,0.500,0.656,0.750,0.825,0.800,0.500,0.500,0.656,0.750,0.825,0.800,0.500,0.500,0.656,0.750,0.812,0.800,0.500,0.550,0.656,0.750,0.815,0.800,0.500,0.550,0.656,0.750,0.752,0.750,0.500,0.550,0.594,0.750,0.752,0.750,0.500,0.600,0.594,0.750,0.752,0.750,0.500,0.600,0.594,0.750,0.752,0.750,0.500,0.550,0.625,0.750,0.752,0.750,0.500,0.550,0.625,0.750,0.749,0.750,0.500,0.550,0.625,0.750,0.748,0.750,0.500,0.550,0.625,0.750,0.748,0.750,0.500,0.550,0.625,0.750,0.742,0.725,0.500,0.550,0.625,0.625,0.742,0.750,0.500,0.550,0.594,0.500,0.625,0.650,0.500,0.500,0.531,0.500,0.625,0.650,0.500,0.500,0.563,0.500,0.625,0.650,0.500,0.500,0.594,0.500,0.625,0.650,0.500,0.500,0.594,0.500,0.625,0.800,0.500,0.650,0.594,0.500,0.625,0.850,0.500,0.650,0.594,0.500,0.625,0.700,0.375,0.650,0.594,0.500
USA,United States,0.736,0.650,0.750,0.800,0.938,0.750,0.740,0.650,0.750,0.650,0.875,0.750,0.742,0.750,0.750,0.650,0.875,0.750,0.742,0.750,0.750,0.650,0.875,0.750,0.743,0.750,0.750,0.700,0.938,0.750,0.743,0.800,0.750,0.700,0.938,0.750,0.746,0.850,0.750,0.700,0.938,0.750,0.749,0.850,0.750,0.700,0.938,0.750,0.749,0.850,0.750,0.700,0.938,0.750,0.749,0.850,0.750,0.700,0.938,0.750,0.749,0.850,0.750,0.700,0.938,0.750,0.753,0.850,0.750,0.700,0.938,0.750,0.755,0.900,0.750,0.700,0.938,0.750,0.755,0.900,0.750,0.700,0.938,0.750,0.755,0.900,0.750,0.700,0.938,0.750,0.755,0.900,0.750,0.700,0.938,0.750,0.750,0.650,0.750,0.750,0.875,0.750,0.750,0.600,0.750,0.750,0.875,1.000,0.750,0.600,0.750,0.750,0.875,1.000,0.875,0.650,0.875,0.750,0.875,1.000,0.750,0.900,1.000,0.850,0.875,0.750,0.688,0.900,1.000,0.800,0.875,0.750,0.688,0.900,1.000,0.800,0.875,0.750
UZB,Uzbekistan,0.137,0.450,0.000,0.100,0.156,0.000,0.137,0.450,0.000,0.100,0.156,0.000,0.163,0.500,0.000,0.100,0.156,0.000,0.163,0.500,0.000,0.100,0.156,0.000,0.129,0.500,0.000,0.100,0.156,0.000,0.098,0.500,0.000,0.100,0.156,0.000,0.098,0.350,0.000,0.100,0.156,0.000,0.123,0.300,0.000,0.100,0.156,0.000,0.086,0.300,0.000,0.100,0.125,0.000,0.086,0.300,0.000,0.100,0.125,0.000,0.087,0.300,0.000,0.100,0.125,0.000,0.087,0.300,0.000,0.100,0.156,0.000,0.087,0.150,0.000,0.100,0.188,0.000,0.087,0.200,0.000,0.100,0.188,0.250,0.093,0.175,0.000,0.100,0.188,0.250,0.093,0.150,0.000,0.100,0.188,0.250,0.000,0.050,0.000,0.050,0.219,0.000,0.000,0.050,0.000,0.000,0.219,0.000,0.000,0.150,0.000,0.000,0.219,0.000,0.000,0.250,0.000,0.000,0.219,0.000,0.000,0.150,0.000,0.000,0.219,0.000,0.000,0.150,0.000,0.000,0.219,0.000,0.000,0.250,0.000,0.000,0.219,0.000
